cluster_id,n_samples,L_over_D_mean,L_over_D_std,Cl_mean,Cd_mean,t_max_mean,camber_max_mean,CST_mean_1,CST_mean_2,CST_mean_3,CST_mean_4,CST_mean_5,CST_mean_6,CST_mean_7,CST_mean_8
1,2663,37.4664133928329,3.2465445362253558,0.8728460483289522,0.023216931081862544,0.10018114108107054,0.03135422582859857,-0.09075988112185505,-0.026137225120454376,-0.05951163254812617,0.0031386591984904257,0.17698412540067593,0.2338095667442734,0.1932419260229065,0.18845601240257226
2,1637,35.885408481606,2.422744429143368,0.9728986041356138,0.0271030949521075,0.1489361284589596,0.03938734933799966,-0.1371222866835675,-0.07001880090323763,-0.11808911770128284,0.07037628594315211,0.23336766892486258,0.3298420931521075,0.2697960926090409,0.27902574662248014
3,1044,38.64587242121628,3.506110567244577,1.1283223715038315,0.02926412503927202,0.12942137459971334,0.07136952418889306,-0.10034393438314176,0.04514069574653256,0.0655380412840613,0.1837534955159004,0.2719875824329502,0.4019323505555556,0.28482630674367815,0.3888911226724138
