name,is_baseline,status,dat_file,t_max,x_tmax,dz_u,dz_l,Au_0,Au_1,Au_2,Au_3,Au_4,Au_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5
sample_160,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_160.dat,0.14692210372705722,0.3667334669338677,-5.418617429753247e-10,-1.4100489872936883e-10,0.24895665353432495,0.20703531500239844,0.3080987554697861,0.3539459809596266,0.2752068682659573,0.29805763995860174,-0.1433619308745075,-0.08594225574742072,-0.14819939734494203,-0.06655553209741158,-0.005305872797124148,0.044720370193158686
sample_161,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_161.dat,0.15149837524290383,0.2865731462925851,-5.418617429753247e-10,-1.4100489872936883e-10,0.2673567398836927,0.2920200226520247,0.3025116833954281,0.2824302889094025,0.2672057572516211,0.20424127925676827,-0.16591278586050162,-0.12169300271832943,-0.05697046314669067,-0.1323107767772947,0.023463596711493784,0.050816741363289335
sample_162,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_162.dat,0.13827859313490215,0.406813627254509,-5.418617429753247e-10,-1.4100489872936883e-10,0.21732558253156634,0.2339958011757199,0.3181780290764797,0.30810588418785445,0.2735107046838392,0.2223929675553955,-0.07299687650108946,-0.059841701732390645,-0.06652157636491741,-0.14591880548763367,-0.07765646310136529,0.11559433191436942
sample_163,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_163.dat,0.12590644319382344,0.30861723446893785,-5.418617429753247e-10,-1.4100489872936883e-10,0.21827477604897744,0.2202924867064532,0.2397022600599748,0.29676756366883783,0.2900169920125244,0.17721176599074315,-0.09853809460619965,-0.1375790584029893,-0.0653549935428288,-0.03173679877577289,-0.00879910066601143,0.16735218150544745
sample_164,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_164.dat,0.12128571270400848,0.3607214428857715,-5.418617429753247e-10,-1.4100489872936883e-10,0.2070318640255162,0.2571126060189537,0.26304606185048296,0.2669815948726835,0.3325185961111566,0.2198957674255233,-0.0666984870823578,-0.05213799082238206,-0.060759645272743884,-0.07689921613945398,0.02371616319314232,0.09638273158945695
sample_165,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_165.dat,0.14137703487066783,0.30260521042084165,-5.418617429753247e-10,-1.4100489872936883e-10,0.2800986114439544,0.25360852758601876,0.2215793183439728,0.27388410691093074,0.2994883358411911,0.2133999503970917,-0.09041074408453285,-0.1302303774728521,-0.1585824051352377,-0.02670773723417741,-0.08687088182367983,0.1529443219279089
sample_166,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_166.dat,0.15612527112865504,0.3226452905811623,-5.418617429753247e-10,-1.4100489872936883e-10,0.2881250634311137,0.3084799355057496,0.30152589432512084,0.26198717935636195,0.3284449227092851,0.2807782846294107,-0.14207127825851878,-0.06960473421271203,-0.1450210989641711,-0.10117243315771124,-0.07580825067224128,0.055577879469405886
sample_167,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_167.dat,0.13805702623309093,0.3667334669338677,-5.418617429753247e-10,-1.4100489872936883e-10,0.2127701149472051,0.2065865383630386,0.3391718504274095,0.30137613319595113,0.3295138293542836,0.2260562253423273,-0.06238888805911537,-0.1530497534739239,-0.03875523530773804,-0.08091806839546929,-0.024749846987715762,0.08443990752164224
sample_168,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_168.dat,0.13633914515663648,0.35270541082164325,-5.418617429753247e-10,-1.4100489872936883e-10,0.23185618082768233,0.23381600482543075,0.22641730726442072,0.34484918461096264,0.33801864015072003,0.23555900979733488,-0.07315303306164254,-0.14280285203448712,-0.10100764679494886,-0.05673760801671701,-0.03224316646728674,0.13246441376174473
sample_169,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_169.dat,0.13928522782560732,0.374749498997996,-5.418617429753247e-10,-1.4100489872936883e-10,0.20540865691415444,0.2762699357733309,0.300333130118393,0.2749757377612705,0.34551542426242876,0.22945584493424137,-0.062056788148518116,-0.08542619940967798,-0.07919509930510096,-0.10639353421057811,-0.057237482028504254,0.0686035637902544
sample_170,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_170.dat,0.1316511795921684,0.3306613226452906,-5.418617429753247e-10,-1.4100489872936883e-10,0.17158692049377774,0.3038679415330654,0.22385781819368342,0.3031301484288603,0.3182419879198384,0.21218208512731185,-0.16190428568559556,-0.057305858357217465,-0.08365720690551155,-0.08313464460393809,-0.01873937477982421,0.08105010990025278
sample_171,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_171.dat,0.13338137329002017,0.3306613226452906,-5.418617429753247e-10,-1.4100489872936883e-10,0.22196154207166036,0.2699644580670556,0.23827823947655963,0.3003209325600568,0.2608135195453356,0.2284215927418312,-0.10291415538368165,-0.10928541951645138,-0.06374158295065281,-0.09243519274478723,-0.08749951858585278,0.10962823641320142
sample_172,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_172.dat,0.13571736593346048,0.34669338677354705,-5.418617429753247e-10,-1.4100489872936883e-10,0.29769367470861124,0.2851263494838615,0.2332783054715237,0.2844998774512815,0.26696710933101797,0.27431744007921655,-0.07957360729144533,-0.05524916310413901,-0.08547746797338628,-0.14867575145530068,-0.07168427467894949,0.1579817822330233
sample_173,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_173.dat,0.14371559743215956,0.3246492985971944,-5.418617429753247e-10,-1.4100489872936883e-10,0.1891895086188956,0.29898543707274206,0.2470428344548447,0.30959062827503075,0.230629440873759,0.2904348688176034,-0.13215675344634945,-0.11499686244558924,-0.09573308744281755,-0.13373352250431306,0.029292287105650502,0.14243031370085923
sample_174,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_174.dat,0.14044978575242953,0.2745490981963928,-5.418617429753247e-10,-1.4100489872936883e-10,0.297821593050254,0.2499965509988649,0.2279935888591103,0.2507387672895143,0.27178458069412736,0.22814791350772706,-0.14392786380546133,-0.11376039510128763,-0.10824734897564998,-0.10846221584325991,-0.03336470801933773,0.05898607512957375
sample_175,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_175.dat,0.11868648953771786,0.3607214428857715,-5.418617429753247e-10,-1.4100489872936883e-10,0.20216410691099584,0.3077789487482717,0.2181950643430588,0.28672089935253686,0.3036623042414307,0.2098600640672003,-0.050866935355165094,-0.044094376933850835,-0.037125576749828054,-0.06783557999222796,-0.08421799710509877,0.1592689759609624
sample_176,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_176.dat,0.14176633304205172,0.34669338677354705,-5.418617429753247e-10,-1.4100489872936883e-10,0.2712348091203771,0.3070280477272511,0.27656977508151537,0.3505869280232156,0.27505930718028426,0.2447436982750691,-0.0812707716172513,-0.07361739059782468,-0.05422513185316562,-0.0860934955405912,-0.08563891696740647,0.07691009473589902
sample_177,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_177.dat,0.14367808294862164,0.2865731462925851,-5.418617429753247e-10,-1.4100489872936883e-10,0.279170806313691,0.2613995767347642,0.27759181943739136,0.2679077287266409,0.3468489435249084,0.19774183418698393,-0.1072183090626538,-0.15579883548371215,-0.069299270405054,-0.03858889150610663,-0.05528479989077068,0.14549292143558834
sample_178,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_178.dat,0.14540098625513842,0.2945891783567134,-5.418617429753247e-10,-1.4100489872936883e-10,0.2516800782489657,0.32139266501383956,0.3148303295767738,0.23285970658494765,0.266090763251582,0.18205641164296013,-0.14752644401707288,-0.06909025685857069,-0.06910140205012258,-0.11007985357465515,0.010735711848806173,0.06321688498525035
sample_179,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_179.dat,0.12222358024787995,0.2865731462925851,-5.418617429753247e-10,-1.4100489872936883e-10,0.20315229499336024,0.21683897146639514,0.3045667646680052,0.2452082897171965,0.22104092956562918,0.20949428580353155,-0.1579753899936286,-0.08824790179802357,-0.03749559837105795,-0.02583991563396404,0.002017901262723998,0.05442347305722362
sample_180,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_180.dat,0.13205335977321705,0.3366733466933867,-5.418617429753247e-10,-1.4100489872936883e-10,0.26438615086710293,0.3136179627392823,0.266702837011457,0.3383584977725732,0.30945179042670107,0.30115599675183397,-0.07640780299966057,-0.03772560847549403,-0.05793068175472675,-0.026909961372460378,-0.04836315119225192,0.10225929669683935
sample_181,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_181.dat,0.13729689265547426,0.3607214428857715,-5.418617429753247e-10,-1.4100489872936883e-10,0.27204071333508717,0.23317639438488064,0.25268567321324387,0.2942979510934143,0.23222232427875064,0.22354849985426534,-0.11846638518221472,-0.046094931391811714,-0.1476506085395683,-0.12746293235042588,-0.03146346022519868,0.14098067078561966
sample_182,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_182.dat,0.13011395356474778,0.34669338677354705,-5.418617429753247e-10,-1.4100489872936883e-10,0.2729893265211944,0.23205955673421022,0.2486158763192307,0.2792924248358412,0.23286937791447246,0.20495385700042001,-0.07048450999705902,-0.06936872744502662,-0.1122435411122486,-0.11311657270173663,0.006460105691534157,0.050163994045843964
sample_183,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_183.dat,0.1585564216016872,0.344689378757515,-5.418617429753247e-10,-1.4100489872936883e-10,0.28208726552148833,0.26915131474590676,0.336975463877065,0.3328508326019244,0.305509041021742,0.2713313641608038,-0.12368557690234655,-0.11674021531649545,-0.0889246887185126,-0.14059781484605233,0.007260930003408245,0.06787226494741097
sample_184,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_184.dat,0.1659426391367261,0.30260521042084165,-5.418617429753247e-10,-1.4100489872936883e-10,0.26713370636209377,0.2907016518269145,0.29135063529218647,0.3183706732023871,0.23766158792383943,0.30374405161438633,-0.1721998039214746,-0.15085413169125048,-0.1500768815804198,-0.11395030967062011,0.02675051212377781,0.09546461286477055
sample_185,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_185.dat,0.15423083362814677,0.35871743486973945,-5.418617429753247e-10,-1.4100489872936883e-10,0.24147268014810674,0.26083701975494744,0.31104639725176014,0.3232419961376619,0.2820562538773934,0.2923434568179766,-0.1628421984397333,-0.07587895305470145,-0.14832541353369047,-0.09629994942908628,-0.07475603853761777,0.1052690342073041
sample_186,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_186.dat,0.14049014670179039,0.3166332665330661,-5.418617429753247e-10,-1.4100489872936883e-10,0.2529821111058039,0.2042135005307247,0.24609697623535354,0.25436498940280383,0.2577006807623782,0.22918330941298326,-0.14653005105321404,-0.14443050073359828,-0.12405222365250729,-0.13085603794710685,-0.014816637181370232,0.054279503238715374
sample_187,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_187.dat,0.14457582474230427,0.35270541082164325,-5.418617429753247e-10,-1.4100489872936883e-10,0.17777807689182204,0.2618037257648177,0.27475483899382863,0.3376788501613247,0.30266004584763573,0.1848041821210737,-0.08193418393862385,-0.13355123553771625,-0.13222126047251878,-0.035384635970473255,-0.052172558600044466,0.09071424877881674
sample_188,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_188.dat,0.13499523571968894,0.344689378757515,-5.418617429753247e-10,-1.4100489872936883e-10,0.2892927788840832,0.20414897639071666,0.26595701256183046,0.3347537907853495,0.2198715666299895,0.20542866284430306,-0.05698853259922858,-0.1495182418217344,-0.04911503375999163,-0.10675696632883835,-0.06609099336791247,0.11937773810952754
sample_189,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_189.dat,0.14999229254088278,0.3226452905811623,-5.418617429753247e-10,-1.4100489872936883e-10,0.2438340429393785,0.3174572612569748,0.3191879546285497,0.2546042714193263,0.34039801903363764,0.20502641437263222,-0.13602198672295998,-0.09901938864755225,-0.04791757266558325,-0.13861035016813425,-0.05073238750227144,0.051172311046304424
sample_190,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_190.dat,0.14108203960128182,0.35270541082164325,-5.418617429753247e-10,-1.4100489872936883e-10,0.2220101946774173,0.2594707015260809,0.3309252014194719,0.290468381912985,0.22495314387004814,0.23103891663825182,-0.0896042454392033,-0.0880078378584871,-0.07790373502949728,-0.10161145797966596,-0.03453515245091497,0.04717344858670015
sample_191,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_191.dat,0.13044276296555707,0.42084168336673344,-5.418617429753247e-10,-1.4100489872936883e-10,0.23832980611449386,0.22564307718463988,0.2825036615333797,0.30363379925466016,0.34165416213506794,0.2323171522164484,-0.09593255660343902,-0.03338424547182485,-0.050659514097765174,-0.15439804830658077,-0.021631501889065236,0.08417493373056531
sample_192,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_192.dat,0.15157839801862044,0.344689378757515,-5.418617429753247e-10,-1.4100489872936883e-10,0.1858799801556448,0.3057993850823403,0.24983378606846496,0.28193803460790046,0.2618754048671881,0.19462152088553947,-0.163542681747,-0.10583457014914253,-0.13028443426272773,-0.15322494490361988,-0.097161464623568,0.048920852464455836
sample_193,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_193.dat,0.14366651466720534,0.2945891783567134,-5.418617429753247e-10,-1.4100489872936883e-10,0.29336176023938043,0.2994712437665942,0.2509411616823966,0.31431742690523473,0.3206466987460494,0.2210674256647343,-0.11535516159389404,-0.11063150499331778,-0.044868871104738806,-0.11712170917644997,-0.02131777291478744,0.13083806205781023
sample_194,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_194.dat,0.1423678690435353,0.3306613226452906,-5.418617429753247e-10,-1.4100489872936883e-10,0.274317765511269,0.30185982629311386,0.3043300318899142,0.3373284587043948,0.2245823819505715,0.2792061246439063,-0.07023721115491327,-0.06478497127596294,-0.09399830176879743,-0.03945150388388348,-0.020092032306362556,0.1491324728484954
sample_195,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_195.dat,0.1412546783939271,0.35270541082164325,-5.418617429753247e-10,-1.4100489872936883e-10,0.23710317653804772,0.22266955303254166,0.2947894055952018,0.2644021429307422,0.2606535538911287,0.28725991909058607,-0.17328605480703224,-0.07627779326839307,-0.11667077902859933,-0.1208647441787011,-0.08832979375896868,0.07937698425751714
sample_196,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_196.dat,0.13397803992249135,0.3687374749498998,-5.418617429753247e-10,-1.4100489872936883e-10,0.217724797741707,0.22496005424366333,0.34417662723698617,0.3193564947908977,0.2640424820371696,0.200772841554194,-0.11231034825376138,-0.05393042652536423,-0.05723657236150584,-0.09492144020337648,0.027674532495827672,0.06414232843774506
sample_197,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_197.dat,0.12591003975029694,0.3166332665330661,-5.418617429753247e-10,-1.4100489872936883e-10,0.19674588442695884,0.29260519586352934,0.23812276908335045,0.2368925144425805,0.3061828354428588,0.2824618721321871,-0.13095464874581597,-0.028911025136446195,-0.12576752621179946,-0.025937199617435847,-0.027221985367076873,0.042646160701343576
sample_198,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_198.dat,0.14237257261418407,0.3607214428857715,-5.418617429753247e-10,-1.4100489872936883e-10,0.226348573518991,0.29675332761739864,0.2952502227498305,0.27471185017293565,0.2613001029368163,0.30300007099349735,-0.09372898719833843,-0.028753011765357245,-0.144442006856847,-0.08324112189009363,-0.08813889323511057,0.05146331479133016
sample_199,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_199.dat,0.1383997730400501,0.3607214428857715,-5.418617429753247e-10,-1.4100489872936883e-10,0.2156706430231697,0.3090671958704515,0.2852081154240746,0.30294132551255554,0.34853174220175975,0.2898513429801332,-0.08113531282923521,-0.03132542740381283,-0.12136629356647571,-0.05771877642300316,0.028633854710842496,0.03977242009146983
sample_200,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_200.dat,0.12841491320882764,0.39679358717434865,-5.418617429753247e-10,-1.4100489872936883e-10,0.1905480592462231,0.2167264848300375,0.25804172540280107,0.2776292667970432,0.3235274089145564,0.18301098172921482,-0.10162717718824352,-0.04831058844263339,-0.13213119204708748,-0.06980247055017307,-0.08577799605108585,0.11989485423235977
sample_201,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_201.dat,0.13896101443341757,0.39078156312625245,-5.418617429753247e-10,-1.4100489872936883e-10,0.2447278668207321,0.19577738274518897,0.2323744438972456,0.3172241063919714,0.29800870632846327,0.30137716625784416,-0.06721710348614854,-0.11957712294464937,-0.1528507799366693,-0.09335348315148345,-0.08963968678548637,0.04489184521693601
sample_202,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_202.dat,0.15758287709827298,0.3667334669338677,-5.418617429753247e-10,-1.4100489872936883e-10,0.2550567596428277,0.31418613496138637,0.33388416024456663,0.31061882844320154,0.25351135912279393,0.3015262009204587,-0.12792809988417084,-0.03703874060873469,-0.12865293165620992,-0.14424987297083963,-0.0763002503131219,0.07512790872579603
sample_203,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_203.dat,0.1410407422249735,0.35270541082164325,-5.418617429753247e-10,-1.4100489872936883e-10,0.22988153462737668,0.2593098188002811,0.21666042977334327,0.2702681665762089,0.29126379882199804,0.2632862924542069,-0.05406737125827506,-0.13816027095700292,-0.1362330004826983,-0.14512732812709395,-0.01233435285773915,0.09126003884874978
sample_204,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_204.dat,0.13723766824322728,0.3687374749498998,-5.418617429753247e-10,-1.4100489872936883e-10,0.1920353068416975,0.27162180299581273,0.24002849248396874,0.3248625961846759,0.3330920754549836,0.1758046956636252,-0.1042798025686163,-0.06465143184727884,-0.15503058440487083,-0.025288917354140766,-0.07996484222451666,0.07466793909320248
sample_205,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_205.dat,0.15269299104656048,0.3226452905811623,-5.418617429753247e-10,-1.4100489872936883e-10,0.27376236727996434,0.27466199630063065,0.24260940797093944,0.3390790412656734,0.26300960587136335,0.3039301083315773,-0.16766974003273197,-0.12921793123894781,-0.09151473556094508,-0.1497014847312688,-0.0769509293739101,0.05368393507176074
sample_206,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_206.dat,0.15239014506585208,0.3226452905811623,-5.418617429753247e-10,-1.4100489872936883e-10,0.18334389983734187,0.32032719508286545,0.33591187488082513,0.2890834628258151,0.23375265600339104,0.18537498130319605,-0.17141397231827674,-0.08658278011848572,-0.1001801166299533,-0.06574205923122844,-0.06873259747554787,0.05651475366208711
sample_207,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_207.dat,0.13585027534056993,0.35270541082164325,-5.418617429753247e-10,-1.4100489872936883e-10,0.2493968709673262,0.29373433423390344,0.32912779677415116,0.26763709374420197,0.28463281265420465,0.2854352005552843,-0.06494795401814171,-0.03357317302427454,-0.05900597849799591,-0.12093973412029932,0.01891691251437279,0.1676669899072855
sample_208,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_208.dat,0.14617145648017543,0.374749498997996,-5.418617429753247e-10,-1.4100489872936883e-10,0.2607421954075956,0.2177394898423148,0.2938194264111041,0.34435855889025596,0.342095602162279,0.19422584555981676,-0.10356538243655149,-0.11603286587468623,-0.10281994702482175,-0.09820606753930586,-0.04129717355145017,0.10611772412732631
sample_209,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_209.dat,0.14141306038435522,0.39078156312625245,-5.418617429753247e-10,-1.4100489872936883e-10,0.19611169679224685,0.2103876953221698,0.34486202451547887,0.29229824798485965,0.2799622705534072,0.3017727347754855,-0.1203779704544422,-0.036336540284024554,-0.13265288904259306,-0.13210400281351106,0.029851247070532813,0.11431509761659486
sample_210,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_210.dat,0.14319456128884067,0.3547094188376753,-5.418617429753247e-10,-1.4100489872936883e-10,0.21466008273496823,0.2053237120420655,0.31499295157569773,0.2671717469897051,0.2527415210978724,0.22694354415385312,-0.13695576423043793,-0.11754385610621648,-0.10681483733650524,-0.14780569518931613,-0.00781480235885515,0.05691766501385099
sample_211,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_211.dat,0.1337117240001311,0.3306613226452906,-5.418617429753247e-10,-1.4100489872936883e-10,0.1746520808166678,0.2066305588101299,0.25450780883080637,0.2597871928500808,0.3193194821661508,0.22312551000032005,-0.10954142502824311,-0.1476228963720379,-0.1479540527943306,-0.03370075941898336,0.0209523314826391,0.16408757795555662
sample_212,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_212.dat,0.14572656749786653,0.3687374749498998,-5.418617429753247e-10,-1.4100489872936883e-10,0.30009971578157113,0.20884461776035873,0.31096334222409877,0.3462840409955266,0.22876414625623803,0.26409923164565907,-0.15080333520293202,-0.03977552424538387,-0.13232615501411554,-0.13941725371113717,0.017163302048258736,0.09114799145847427
sample_213,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_213.dat,0.1485918569720677,0.35270541082164325,-5.418617429753247e-10,-1.4100489872936883e-10,0.2015738381735536,0.29998685544563697,0.26944898281776175,0.3546398062881805,0.26243083561312525,0.29088645283089765,-0.07180934757299975,-0.14862795153046568,-0.057631322710778254,-0.1415417147929333,-0.022698641634456687,0.156976269516749
sample_214,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_214.dat,0.13486968950494754,0.3166332665330661,-5.418617429753247e-10,-1.4100489872936883e-10,0.21695738857841623,0.1972099725501068,0.28240618787119964,0.2732721071065186,0.25833167527573825,0.30350647581898293,-0.1310203108596786,-0.156429450365281,-0.07288120707473963,-0.09434704029459431,0.027415835596802204,0.08691431389191731
sample_215,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_215.dat,0.139077018666831,0.280561122244489,-5.418617429753247e-10,-1.4100489872936883e-10,0.2650894590825792,0.2342397647584463,0.24855834063356524,0.313006469418462,0.3178601192037364,0.2633669422532832,-0.17849617853583194,-0.13919173995981055,-0.0335425813656986,-0.11640049171445693,0.0005421457663952051,0.09975604059574061
sample_216,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_216.dat,0.14176703645061645,0.3386773547094188,-5.418617429753247e-10,-1.4100489872936883e-10,0.2641039705543689,0.2270602422393274,0.3312330594106575,0.26485125887651456,0.2867248691362999,0.2435533404905646,-0.16565123857737482,-0.04737239996052346,-0.12599462635104447,-0.09105425344935844,0.004386213570118883,0.09143890509289171
sample_217,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_217.dat,0.1432669658611298,0.38276553106212424,-5.418617429753247e-10,-1.4100489872936883e-10,0.28172966956752354,0.20606193065072076,0.3071207763787512,0.3557889724024615,0.3141041829729256,0.24685000189896386,-0.13407061117805955,-0.0964070715277886,-0.054317836145785725,-0.15018388903645208,0.017586492907762097,0.04742434313933329
sample_218,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_218.dat,0.13704079502929356,0.3607214428857715,-5.418617429753247e-10,-1.4100489872936883e-10,0.18896348834734994,0.2799002192648372,0.28334647968465226,0.2534079721254419,0.32038081542971625,0.3042281567513311,-0.1408257700594304,-0.07143568305494312,-0.06732491114644745,-0.13025969888036507,-0.08189075442385427,0.09104014053876075
sample_219,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_219.dat,0.12524357959505378,0.3166332665330661,-5.418617429753247e-10,-1.4100489872936883e-10,0.1775091102848485,0.23728476941647192,0.27050171105419013,0.23930994035025818,0.22936249195728015,0.22227543106233258,-0.11095538325113408,-0.10654543868006353,-0.08033170368035865,-0.04581599754675643,-0.03632915487803111,0.10535328418184141
sample_220,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_220.dat,0.14431390919892764,0.2885771543086172,-5.418617429753247e-10,-1.4100489872936883e-10,0.2893878841354067,0.3109184656417857,0.23919256648853976,0.3429117576971009,0.2637682672837577,0.18633731623437397,-0.11505407866589813,-0.107801825294443,-0.05874244667805563,-0.08809085200960642,-0.03366524358307062,0.1551991165292667
sample_221,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_221.dat,0.13520697999574965,0.37675350701402804,-5.418617429753247e-10,-1.4100489872936883e-10,0.20398411809042696,0.25610018085008074,0.251023221597317,0.3479933397023576,0.30429331559844053,0.27289552257920335,-0.15762547635089125,-0.034513905559933944,-0.11829979544526718,-0.07575273103428931,-0.016779991041816072,0.04285989560535897
sample_222,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_222.dat,0.1247547817642145,0.2665330661322645,-5.418617429753247e-10,-1.4100489872936883e-10,0.2813690193700885,0.20132818263858548,0.25172712816659765,0.2556877910748768,0.2755110230484233,0.2704095890256338,-0.1666714424486652,-0.08031091442501367,-0.05712839220522106,-0.05968041587546201,-0.09533474309479655,0.14990832469784127
sample_223,False,ok,multi_seed_output\seed_2_HQ_3pt5_14_AIRFOIL_hq3514il\airfoils\sample_223.dat,0.14555870578809277,0.3166332665330661,-5.418617429753247e-10,-1.4100489872936883e-10,0.26172361916703757,0.2635495420810933,0.30230212935741896,0.26408205007074315,0.3086020554989454,0.24155809904649372,-0.15059549853810017,-0.08449011113439331,-0.10579674775491543,-0.11099361096789406,0.0020623042684605603,0.168606224507795
