sample_019
1.00000000 0.00000000
0.99993832 0.00002401
0.99975328 0.00009602
0.99944494 0.00021597
0.99901336 0.00038377
0.99845867 0.00059927
0.99778098 0.00086231
0.99698048 0.00117267
0.99605735 0.00153011
0.99501183 0.00193432
0.99384417 0.00238500
0.99255466 0.00288178
0.99114363 0.00342425
0.98961141 0.00401200
0.98795838 0.00464455
0.98618496 0.00532141
0.98429158 0.00604203
0.98227871 0.00680586
0.98014684 0.00761230
0.97789651 0.00846071
0.97552826 0.00935045
0.97304268 0.01028081
0.97044038 0.01125110
0.96772202 0.01226055
0.96488824 0.01330840
0.96193977 0.01439386
0.95887731 0.01551610
0.95570164 0.01667427
0.95241353 0.01786750
0.94901379 0.01909490
0.94550326 0.02035556
0.94188282 0.02164852
0.93815334 0.02297284
0.93431576 0.02432753
0.93037101 0.02571159
0.92632008 0.02712400
0.92216396 0.02856372
0.91790368 0.03002968
0.91354029 0.03152082
0.90907486 0.03303603
0.90450850 0.03457421
0.89984233 0.03613421
0.89507751 0.03771489
0.89021520 0.03931509
0.88525662 0.04093363
0.88020298 0.04256929
0.87505553 0.04422088
0.86981555 0.04588715
0.86448431 0.04756687
0.85906315 0.04925876
0.85355339 0.05096155
0.84795640 0.05267395
0.84227355 0.05439464
0.83650626 0.05612231
0.83065593 0.05785562
0.82472402 0.05959322
0.81871199 0.06133374
0.81262133 0.06307581
0.80645353 0.06481804
0.80021011 0.06655902
0.79389263 0.06829736
0.78750263 0.07003161
0.78104169 0.07176036
0.77451141 0.07348215
0.76791340 0.07519556
0.76124928 0.07689911
0.75452071 0.07859135
0.74772933 0.08027081
0.74087684 0.08193603
0.73396491 0.08358553
0.72699525 0.08521786
0.71996958 0.08683153
0.71288965 0.08842508
0.70575718 0.08999706
0.69857395 0.09154600
0.69134172 0.09307046
0.68406228 0.09456900
0.67673742 0.09604019
0.66936896 0.09748263
0.66195871 0.09889491
0.65450850 0.10027566
0.64702016 0.10162351
0.63949555 0.10293713
0.63193652 0.10421521
0.62434494 0.10545645
0.61672268 0.10665961
0.60907162 0.10782345
0.60139365 0.10894677
0.59369066 0.11002841
0.58596455 0.11106726
0.57821723 0.11206221
0.57045062 0.11301224
0.56266662 0.11391634
0.55486716 0.11477354
0.54705416 0.11558295
0.53922955 0.11634369
0.53139526 0.11705497
0.52355323 0.11771601
0.51570538 0.11832612
0.50785366 0.11888463
0.50000000 0.11939097
0.49214634 0.11984458
0.48429462 0.12024499
0.47644677 0.12059178
0.46860474 0.12088460
0.46077045 0.12112313
0.45294584 0.12130716
0.44513284 0.12143650
0.43733338 0.12151104
0.42954938 0.12153074
0.42178277 0.12149561
0.41403545 0.12140574
0.40630934 0.12126125
0.39860635 0.12106236
0.39092838 0.12080933
0.38327732 0.12050249
0.37565506 0.12014224
0.36806348 0.11972901
0.36050445 0.11926331
0.35297984 0.11874572
0.34549150 0.11817686
0.33804129 0.11755740
0.33063104 0.11688808
0.32326258 0.11616968
0.31593772 0.11540304
0.30865828 0.11458904
0.30142605 0.11372862
0.29424282 0.11282275
0.28711035 0.11187246
0.28003042 0.11087880
0.27300475 0.10984288
0.26603509 0.10876583
0.25912316 0.10764882
0.25227067 0.10649305
0.24547929 0.10529976
0.23875072 0.10407020
0.23208660 0.10280565
0.22548859 0.10150742
0.21895831 0.10017682
0.21249737 0.09881520
0.20610737 0.09742390
0.19978989 0.09600428
0.19354647 0.09455770
0.18737867 0.09308554
0.18128801 0.09158918
0.17527598 0.09006998
0.16934407 0.08852930
0.16349374 0.08696852
0.15772645 0.08538899
0.15204360 0.08379204
0.14644661 0.08217900
0.14093685 0.08055117
0.13551569 0.07890986
0.13018445 0.07725631
0.12494447 0.07559178
0.11979702 0.07391747
0.11474338 0.07223457
0.10978480 0.07054423
0.10492249 0.06884758
0.10015767 0.06714568
0.09549150 0.06543959
0.09092514 0.06373032
0.08645971 0.06201882
0.08209632 0.06030601
0.07783604 0.05859277
0.07367992 0.05687994
0.06962899 0.05516828
0.06568424 0.05345855
0.06184666 0.05175141
0.05811718 0.05004751
0.05449674 0.04834743
0.05098621 0.04665170
0.04758647 0.04496081
0.04429836 0.04327518
0.04112269 0.04159519
0.03806023 0.03992116
0.03511176 0.03825338
0.03227798 0.03659206
0.02955962 0.03493738
0.02695732 0.03328945
0.02447174 0.03164835
0.02210349 0.03001410
0.01985316 0.02838669
0.01772129 0.02676604
0.01570842 0.02515204
0.01381504 0.02354454
0.01204162 0.02194334
0.01038859 0.02034822
0.00885637 0.01875889
0.00744534 0.01717505
0.00615583 0.01559636
0.00498817 0.01402246
0.00394265 0.01245295
0.00301952 0.01088740
0.00221902 0.00932536
0.00154133 0.00776639
0.00098664 0.00620999
0.00055506 0.00465566
0.00024672 0.00310290
0.00006168 0.00155119
0.00000000 0.00000000
0.00006168 -0.00119906
0.00024672 -0.00239570
0.00055506 -0.00358755
0.00098664 -0.00477220
0.00154133 -0.00594730
0.00221902 -0.00711051
0.00301952 -0.00825955
0.00394265 -0.00939215
0.00498817 -0.01050612
0.00615583 -0.01159932
0.00744534 -0.01266967
0.00885637 -0.01371516
0.01038859 -0.01473385
0.01204162 -0.01572389
0.01381504 -0.01668353
0.01570842 -0.01761109
0.01772129 -0.01850498
0.01985316 -0.01936374
0.02210349 -0.02018598
0.02447174 -0.02097045
0.02695732 -0.02171597
0.02955962 -0.02242152
0.03227798 -0.02308614
0.03511176 -0.02370903
0.03806023 -0.02428949
0.04112269 -0.02482692
0.04429836 -0.02532085
0.04758647 -0.02577094
0.05098621 -0.02617695
0.05449674 -0.02653875
0.05811718 -0.02685632
0.06184666 -0.02712978
0.06568424 -0.02735931
0.06962899 -0.02754523
0.07367992 -0.02768795
0.07783604 -0.02778798
0.08209632 -0.02784592
0.08645971 -0.02786246
0.09092514 -0.02783838
0.09549150 -0.02777453
0.10015767 -0.02767184
0.10492249 -0.02753132
0.10978480 -0.02735402
0.11474338 -0.02714109
0.11979702 -0.02689369
0.12494447 -0.02661305
0.13018445 -0.02630044
0.13551569 -0.02595716
0.14093685 -0.02558455
0.14644661 -0.02518397
0.15204360 -0.02475679
0.15772645 -0.02430442
0.16349374 -0.02382825
0.16934407 -0.02332967
0.17527598 -0.02281010
0.18128801 -0.02227093
0.18737867 -0.02171353
0.19354647 -0.02113926
0.19978989 -0.02054948
0.20610737 -0.01994548
0.21249737 -0.01932856
0.21895831 -0.01869997
0.22548859 -0.01806092
0.23208660 -0.01741259
0.23875072 -0.01675611
0.24547929 -0.01609257
0.25227067 -0.01542301
0.25912316 -0.01474843
0.26603509 -0.01406977
0.27300475 -0.01338791
0.28003042 -0.01270372
0.28711035 -0.01201796
0.29424282 -0.01133139
0.30142605 -0.01064468
0.30865828 -0.00995848
0.31593772 -0.00927336
0.32326258 -0.00858987
0.33063104 -0.00790849
0.33804129 -0.00722966
0.34549150 -0.00655379
0.35297984 -0.00588123
0.36050445 -0.00521230
0.36806348 -0.00454727
0.37565506 -0.00388640
0.38327732 -0.00322990
0.39092838 -0.00257795
0.39860635 -0.00193072
0.40630934 -0.00128834
0.41403545 -0.00065093
0.42178277 -0.00001860
0.42954938 0.00060857
0.43733338 0.00123049
0.44513284 0.00184709
0.45294584 0.00245829
0.46077045 0.00306402
0.46860474 0.00366421
0.47644677 0.00425876
0.48429462 0.00484760
0.49214634 0.00543062
0.50000000 0.00600769
0.50785366 0.00657869
0.51570538 0.00714346
0.52355323 0.00770183
0.53139526 0.00825359
0.53922955 0.00879854
0.54705416 0.00933642
0.55486716 0.00986696
0.56266662 0.01038986
0.57045062 0.01090479
0.57821723 0.01141141
0.58596455 0.01190932
0.59369066 0.01239811
0.60139365 0.01287736
0.60907162 0.01334658
0.61672268 0.01380530
0.62434494 0.01425300
0.63193652 0.01468914
0.63949555 0.01511316
0.64702016 0.01552450
0.65450850 0.01592254
0.66195871 0.01630670
0.66936896 0.01667634
0.67673742 0.01703084
0.68406228 0.01736957
0.69134172 0.01769188
0.69857395 0.01799715
0.70575718 0.01828473
0.71288965 0.01855400
0.71996958 0.01880434
0.72699525 0.01903515
0.73396491 0.01924585
0.74087684 0.01943588
0.74772933 0.01960468
0.75452071 0.01975177
0.76124928 0.01987664
0.76791340 0.01997887
0.77451141 0.02005805
0.78104169 0.02011382
0.78750263 0.02014587
0.79389263 0.02015392
0.80021011 0.02013776
0.80645353 0.02009723
0.81262133 0.02003222
0.81871199 0.01994269
0.82472402 0.01982866
0.83065593 0.01969021
0.83650626 0.01952748
0.84227355 0.01934068
0.84795640 0.01913008
0.85355339 0.01889605
0.85906315 0.01863899
0.86448431 0.01835939
0.86981555 0.01805780
0.87505553 0.01773485
0.88020298 0.01739124
0.88525662 0.01702772
0.89021520 0.01664512
