iter,episode,step,p1,p2,fitness,best_fitness,cl,cd,t_max,best_cd,reward,feasible
32,1,32,0.21721547842025757,-0.13020414113998413,9402.18581983652,0.0054724485366567785,0.695004876822569,0.006354646793067584,0.10168885960935349,0.0054724485366567785,-6.050661209089883,0
33,1,33,0.2153831273317337,-0.12817271053791046,6894.270146414046,0.0054724485366567785,0.6990912437086143,0.006224768849219007,0.10360435095688289,0.0054724485366567785,10.0,0
34,1,34,0.22020554542541504,-0.12400393187999725,5522.608765718378,0.0054724485366567785,0.7032018627261357,0.006318602543529991,0.10316665990781729,0.0054724485366567785,10.0,0
35,1,35,0.2143726795911789,-0.13098415732383728,3518.4109214012865,0.0054724485366567785,0.7073614815008008,0.006199834576291825,0.10578524931272343,0.0054724485366567785,10.0,0
36,2,1,0.22751252353191376,-0.14115683734416962,62.68606314318211,0.0054724485366567785,0.7171192502739662,0.005722220868433901,0.11966248720170287,0.0054724485366567785,-10.0,0
37,2,2,0.230619415640831,-0.1354709416627884,75.0276630414239,0.0054724485366567785,0.7168609845024696,0.005604084305922595,0.12081343319113469,0.0054724485366567785,-10.0,0
38,2,3,0.23000605404376984,-0.13841135799884796,0.005681628527597132,0.0054724485366567785,0.720847977794884,0.005681628527597132,0.12115189311229457,0.0054724485366567785,10.0,1
39,2,4,0.2301296889781952,-0.14130200445652008,458.57891034798405,0.0054724485366567785,0.7128281968749525,0.005734703946582064,0.12071929268209103,0.0054724485366567785,-10.0,0
40,2,5,0.2259501963853836,-0.14536361396312714,720.1348188453261,0.0054724485366567785,0.7111146411575932,0.005790781382607204,0.11989235186029487,0.0054724485366567785,-10.0,0
41,2,6,0.22322990000247955,-0.1451750546693802,129.11679597013364,0.0054724485366567785,0.7161640010916418,0.00582435898364041,0.11894880607741666,0.0054724485366567785,10.0,0
42,2,7,0.2276684045791626,-0.14011307060718536,1797.3118556249992,0.0054724485366567785,0.7061936353336055,0.0057199414754015195,0.12044447492085136,0.0054724485366567785,-10.0,0
43,2,8,0.23126059770584106,-0.1386204957962036,542.0875473454535,0.0054724485366567785,0.712237378916099,0.005655094408347909,0.12099311954146735,0.0054724485366567785,10.0,0
44,2,9,0.2284625619649887,-0.14292685687541962,316.39842281385387,0.0054724485366567785,0.7139751195214997,0.005618839716924977,0.12244274991340195,0.0054724485366567785,10.0,0
45,2,10,0.22929099202156067,-0.14914272725582123,1140.0840419379308,0.0054724485366567785,0.7089225548238083,0.00568703212930787,0.12389564646115317,0.0054724485366567785,-10.0,0
46,2,11,0.2353166937828064,-0.14924204349517822,1452.20550882484,0.0054724485366567785,0.7075492747296047,0.005713399400780597,0.12392053133195086,0.0054724485366567785,-10.0,0
47,2,12,0.23783594369888306,-0.1441432684659958,455.23098144221086,0.0054724485366567785,0.712852961792638,0.005735726184662761,0.12292230183704034,0.0054724485366567785,10.0,0
48,2,13,0.23912550508975983,-0.14564482867717743,1706.5326485580742,0.0054724485366567785,0.706536589771687,0.005780626138525667,0.12274949344588355,0.0054724485366567785,-10.0,0
49,2,14,0.2320922166109085,-0.1489304155111313,1998.6449256880953,0.0054724485366567785,0.7054626765868475,0.005792807383365224,0.12226309631622546,0.0054724485366567785,-10.0,0
50,2,15,0.23596179485321045,-0.1546422243118286,0.0058664611060904445,0.0054724485366567785,0.7231853745762424,0.0058664611060904445,0.12409847217359223,0.0054724485366567785,10.0,1
51,2,16,0.24313423037528992,-0.16143685579299927,0.005917935555097312,0.0054724485366567785,0.7297026048925105,0.005917935555097312,0.12445798079143293,0.0054724485366567785,-0.7774361250503846,1
52,2,17,0.2418254315853119,-0.15666216611862183,0.005914461051317535,0.0054724485366567785,0.7302416563280711,0.005914461051317535,0.12548049952348894,0.0054724485366567785,0.15871141629423363,1
53,2,18,0.24498195946216583,-0.16059142351150513,0.005954456341118635,0.0054724485366567785,0.7350541533911298,0.005954456341118635,0.12683730832637852,0.0054724485366567785,-0.5762288136497429,1
54,2,19,0.23801948130130768,-0.16284076869487762,0.005906202363476904,0.0054724485366567785,0.7349616037526482,0.005906202363476904,0.12639973425632808,0.0054724485366567785,0.9103842714995164,1
55,2,20,0.24374108016490936,-0.15545865893363953,0.005896942367640919,0.0054724485366567785,0.7397640229659556,0.005896942367640919,0.125651837392357,0.0054724485366567785,0.2567842628157786,1
56,2,21,0.24671439826488495,-0.15745124220848083,0.005881054509844051,0.0054724485366567785,0.735771785490776,0.005881054509844051,0.12800614804935878,0.0054724485366567785,0.36942535311267566,1
57,2,22,0.24439489841461182,-0.15157513320446014,0.005757444746944248,0.0054724485366567785,0.7420549472124572,0.005757444746944248,0.1286626025576606,0.0054724485366567785,2.2018299132051533,1
58,2,23,0.24573804438114166,-0.14603474736213684,0.0057311284954681616,0.0054724485366567785,0.7392018684968603,0.0057311284954681616,0.1283412581392382,0.0054724485366567785,0.5570821368290841,1
59,2,24,0.24538661539554596,-0.15069453418254852,0.005779381544848765,0.0054724485366567785,0.7511097656041692,0.005779381544848765,0.1306100140132575,0.0054724485366567785,-0.7419467373442971,1
60,2,25,0.24439451098442078,-0.1571252942085266,0.005775189531249412,0.0054724485366567785,0.7345532002904955,0.005775189531249412,0.13072625833713541,0.0054724485366567785,0.17253394791160293,1
61,2,26,0.24268501996994019,-0.1583595871925354,0.00571890556022914,0.0054724485366567785,0.7244713337702597,0.00571890556022914,0.1313976111398186,0.0054724485366567785,1.074582231729723,1
62,2,27,0.24252963066101074,-0.1609869748353958,0.005727991774149646,0.0054724485366567785,0.7210862966129008,0.005727991774149646,0.13183564319472654,0.0054724485366567785,-0.05888029317522192,1
63,2,28,0.2488999366760254,-0.16634204983711243,1841.8603488105962,0.0054724485366567785,0.7060285055957689,0.0057451698328089985,0.13192398551021384,0.0054724485366567785,-10.0,0
64,2,29,0.25067833065986633,-0.16111168265342712,1049.2332701357518,0.0054724485366567785,0.7093568189779834,0.0056956377412854696,0.13138651702442203,0.0054724485366567785,10.0,0
65,2,30,0.256877064704895,-0.16379962861537933,438.98593670205514,0.0054724485366567785,0.7129744421732768,0.005771549518047339,0.1318070751973665,0.0054724485366567785,10.0,0
66,2,31,0.25063246488571167,-0.1607195883989334,2429.70444230822,0.0054724485366567785,0.7040125090822943,0.005711212635055381,0.12904157768420985,0.0054724485366567785,-10.0,0
67,2,32,0.24535900354385376,-0.16787488758563995,1692.988478181344,0.0054724485366567785,0.7065885330854891,0.005765507216053999,0.12810983630979605,0.0054724485366567785,10.0,0
68,2,33,0.24589481949806213,-0.16545306146144867,1875.794969631841,0.0054724485366567785,0.7059040545794388,0.005760001932367656,0.12762299309963052,0.0054724485366567785,-10.0,0
69,2,34,0.24224869906902313,-0.16446228325366974,1955.9186703589417,0.0054724485366567785,0.7056146044315507,0.005778298913141891,0.12626570061823253,0.0054724485366567785,-4.37145301188362,0
70,2,35,0.24663034081459045,-0.16175982356071472,1645.8424932640644,0.0054724485366567785,0.7067709833952195,0.005822806718758591,0.12631449739742934,0.0054724485366567785,10.0,0
71,3,1,0.1881420612335205,-0.09757841378450394,391.65064548626634,0.0054724485366567785,0.7763833611599638,0.004846313545091601,0.11374183893485697,0.0054724485366567785,-10.0,0
72,3,2,0.1897495687007904,-0.10206142067909241,239.11448904676746,0.0054724485366567785,0.7767356257013209,0.0049005157482361296,0.11511011668307904,0.0054724485366567785,10.0,0
73,3,3,0.18737658858299255,-0.10534153133630753,143.0460583995395,0.0054724485366567785,0.7727526636363611,0.005007968686459329,0.116217923183873,0.0054724485366567785,10.0,0
74,3,4,0.18065296113491058,-0.10900121927261353,128.9501918261783,0.0054724485366567785,0.7818954914452613,0.0050937803725582,0.1164091073805277,0.0054724485366567785,9.75407548524705,0
75,3,5,0.18778370320796967,-0.11495902389287949,175.46256511376018,0.0054724485366567785,0.7754577661964966,0.00530987164858274,0.11581123818721914,0.0054724485366567785,-10.0,0
76,3,6,0.18276216089725494,-0.11636553704738617,176.71136421688055,0.0054724485366567785,0.7742671824614534,0.005363268493994295,0.11579635871001834,0.0054724485366567785,-0.811718253013524,0
77,3,7,0.18861795961856842,-0.11710675805807114,265.4341740759281,0.0054724485366567785,0.774820564202773,0.005352598832735742,0.11484802153074088,0.0054724485366567785,-10.0,0
78,3,8,0.18907400965690613,-0.11300661414861679,425.84752918975295,0.0054724485366567785,0.7761160536599034,0.005317785669790648,0.11347434132516813,0.0054724485366567785,-10.0,0
79,3,9,0.1836303025484085,-0.11220218241214752,250.12187116146606,0.0054724485366567785,0.7744867243834607,0.0051586202308673045,0.11499883301077403,0.0054724485366567785,10.0,0
80,3,10,0.18099205195903778,-0.10497923940420151,399.7609196098917,0.0054724485366567785,0.7762871188870571,0.005065427335203649,0.11367737511643655,0.0054724485366567785,-10.0,0
81,3,11,0.17864730954170227,-0.1006384789943695,576.072296504225,0.0054724485366567785,0.7741675154104417,0.0049681321281956495,0.11241009006395927,0.0054724485366567785,-10.0,0
82,3,12,0.185940682888031,-0.0986829623579979,857.2341132781968,0.0054724485366567785,0.7686576582492688,0.004989223509338623,0.11074133311942433,0.0054724485366567785,-10.0,0
83,3,13,0.18830521404743195,-0.09605023264884949,721.9751736897359,0.0054724485366567785,0.7736886645504223,0.004836087077752512,0.1115031162323905,0.0054724485366567785,10.0,0
84,3,14,0.1955755203962326,-0.09252437204122543,681.7258970063361,0.0054724485366567785,0.782864418229804,0.0048400461623973635,0.11174335990271966,0.0054724485366567785,5.47488375641801,0
85,3,15,0.19438256323337555,-0.09855984896421432,782.514622749888,0.0054724485366567785,0.7744769706639812,0.00501026348523387,0.11115404266070425,0.0054724485366567785,-10.0,0
86,3,16,0.18991534411907196,-0.10188373178243637,514.3714389190735,0.0054724485366567785,0.7709955161370486,0.005056188355483209,0.11282806593218594,0.0054724485366567785,10.0,0
87,3,17,0.19053739309310913,-0.10453738272190094,420.09807397335663,0.0054724485366567785,0.7721187219382469,0.005119612115916556,0.11351854218280145,0.0054724485366567785,10.0,0
88,3,18,0.19608254730701447,-0.10387883335351944,317.3066659210905,0.0054724485366567785,0.7802421185978419,0.005114578780602292,0.11436704738753901,0.0054724485366567785,10.0,0
89,3,19,0.20234860479831696,-0.10416550934314728,89.6031352057095,0.0054724485366567785,0.7867423028956465,0.005144420146520756,0.1170067076523406,0.0054724485366567785,10.0,0
90,3,20,0.2036193609237671,-0.11144594848155975,116.08730743315104,0.0054724485366567785,0.7893251043143282,0.005287223854391083,0.11659291884145245,0.0054724485366567785,-10.0,0
91,3,21,0.19793838262557983,-0.10967691242694855,220.47583190617692,0.0054724485366567785,0.7900364663561985,0.005286967003577976,0.11530457089352662,0.0054724485366567785,-10.0,0
92,3,22,0.19454768300056458,-0.110807865858078,198.49075151294682,0.0054724485366567785,0.793557809095772,0.0053679840104828925,0.11554483015442804,0.0054724485366567785,9.871650952919781,0
93,3,23,0.20193055272102356,-0.11138130724430084,129.29746584290535,0.0054724485366567785,0.7941986479740076,0.005336245216770342,0.11640427852027317,0.0054724485366567785,10.0,0
94,3,24,0.20684023201465607,-0.11151054501533508,117.88741703435257,0.0054724485366567785,0.7966156910965279,0.005413895149355669,0.11656660513282839,0.0054724485366567785,8.724649991528715,0
95,3,25,0.20734047889709473,-0.11838694661855698,334.3636992854864,0.0054724485366567785,0.7937454170114873,0.005524315606275179,0.11421762873061682,0.0054724485366567785,-10.0,0
96,3,26,0.21211718022823334,-0.12197249382734299,336.3245059850415,0.0054724485366567785,0.7953191643248014,0.005624253470131802,0.11420069933757895,0.0054724485366567785,-0.6864292995158245,0
97,3,27,0.20796599984169006,-0.12677179276943207,514.3956861513658,0.0054724485366567785,0.7906702143621727,0.005617693110559632,0.1128279008061917,0.0054724485366567785,-10.0,0
98,3,28,0.2072080820798874,-0.13089919090270996,375.10089474552336,0.0054724485366567785,0.7961536752655458,0.005575814655239671,0.11387549741668053,0.0054724485366567785,10.0,0
99,3,29,0.2120649367570877,-0.13444434106349945,503.4270969218585,0.0054724485366567785,0.7934931393919993,0.005664178893417271,0.112904780251867,0.0054724485366567785,-10.0,0
100,3,30,0.20867519080638885,-0.14181996881961823,529.5714548358886,0.0054724485366567785,0.79022360541536,0.005626787403355631,0.11272287262686377,0.0054724485366567785,-5.293275863354688,0
101,3,31,0.20823106169700623,-0.14632153511047363,391.8843305399629,0.0054724485366567785,0.7843958803227247,0.00564360148147951,0.1137399785388668,0.0054724485366567785,10.0,0
102,3,32,0.2034434676170349,-0.1484300196170807,391.8826899373692,0.0054724485366567785,0.7792251478987409,0.005575171674892795,0.11373999109612698,0.0054724485366567785,-0.09958135539855419,0
103,3,33,0.19752784073352814,-0.14467117190361023,855.9770524377209,0.0054724485366567785,0.7759686954983253,0.005545163454137706,0.11074812717729936,0.0054724485366567785,-10.0,0
104,3,34,0.19492512941360474,-0.14469128847122192,797.6104255079132,0.0054724485366567785,0.7836525257509499,0.005569059368764395,0.11106912738614784,0.0054724485366567785,6.7187139787902606,0
105,3,35,0.18942669034004211,-0.14678050577640533,1034.5786562360238,0.0054724485366567785,0.7828777686248775,0.0055568612510530566,0.10982860334381372,0.0054724485366567785,-10.0,0
106,4,1,0.21128736436367035,-0.12413439899682999,0.8758536792512027,0.0054724485366567785,0.7467353287462195,0.005354907577635976,0.11970495783832245,0.0054724485366567785,-10.0,0
107,4,2,0.21754592657089233,-0.13112479448318481,25.59133611002054,0.0054724485366567785,0.7389657487434967,0.005603978974533632,0.1184004459330474,0.0054724485366567785,-10.0,0
108,4,3,0.22177809476852417,-0.13613595068454742,20.563643319997485,0.0054724485366567785,0.7478501836167831,0.005668689513920572,0.11856619476111699,0.0054724485366567785,10.0,0
109,4,4,0.22702887654304504,-0.1315448135137558,42.468110669047114,0.0054724485366567785,0.7499496290722966,0.005623360085430023,0.11793935720443931,0.0054724485366567785,-10.0,0
110,4,5,0.2251092940568924,-0.13444161415100098,63.19504087854062,0.0054724485366567785,0.7499476490520086,0.005619835658223627,0.11748624939497009,0.0054724485366567785,-10.0,0
111,4,6,0.2201395332813263,-0.1341131031513214,15.153074143722804,0.0054724485366567785,0.7373793171284365,0.005515666369577607,0.11876924582156495,0.0054724485366567785,10.0,0
112,4,7,0.2267438769340515,-0.12862953543663025,2.619466586402542,0.0054724485366567785,0.7399122683253776,0.005422314586394842,0.1194887227492039,0.0054724485366567785,10.0,0
113,4,8,0.23403066396713257,-0.13534556329250336,2.6164961528178603,0.0054724485366567785,0.7441908146724723,0.005660379753712383,0.11948903661842905,0.0054724485366567785,0.013398414780382006,0
114,4,9,0.2289481908082962,-0.1417957991361618,0.005656008979412345,0.0054724485366567785,0.7478248664624751,0.005656008979412345,0.12008457548438407,0.0054724485366567785,10.0,1
115,4,10,0.22295813262462616,-0.13524959981441498,0.005529789875433988,0.0054724485366567785,0.763308070738858,0.005529789875433988,0.120966622411249,0.0054724485366567785,2.33159306213604,1
116,4,11,0.22992396354675293,-0.13685141503810883,0.00555305873082085,0.0054724485366567785,0.7658711482265623,0.00555305873082085,0.12314018939907291,0.0054724485366567785,-0.3207909506694493,1
117,4,12,0.23158082365989685,-0.13661879301071167,0.005638332967999351,0.0054724485366567785,0.7560579246488702,0.005638332967999351,0.12011243164606719,0.0054724485366567785,-1.4356264234197396,1
118,4,13,0.22513370215892792,-0.1410204917192459,17.766815742217865,0.0054724485366567785,0.7616890225504444,0.005661457622056543,0.11866729019345561,0.0054724485366567785,-10.0,0
119,4,14,0.21908891201019287,-0.14042288064956665,15.129771861252944,0.0054724485366567785,0.7626797839293968,0.005557624763394657,0.11877019455861955,0.0054724485366567785,10.0,0
120,4,15,0.2150825709104538,-0.1404576152563095,20.24207640012454,0.0054724485366567785,0.7618388049128411,0.005510152790986671,0.11857744714518814,0.0054724485366567785,-10.0,0
121,4,16,0.21475696563720703,-0.14708921313285828,101.02383696235566,0.0054724485366567785,0.7558366298206467,0.005641033081433855,0.1168216640213899,0.0054724485366567785,-10.0,0
122,4,17,0.21951420605182648,-0.14515413343906403,60.07887191229754,0.0054724485366567785,0.764821377405059,0.005672356048697246,0.11754901653297602,0.0054724485366567785,10.0,0
123,4,18,0.21840809285640717,-0.14153388142585754,6.507977341116942,0.0054724485366567785,0.7700302860708831,0.005564022390525348,0.11919362457138585,0.0054724485366567785,10.0,0
124,4,19,0.21505050361156464,-0.1410999447107315,70.91845002337152,0.0054724485366567785,0.7647530084971061,0.005547430304843668,0.11733705233635607,0.0054724485366567785,-10.0,0
125,4,20,0.21473166346549988,-0.13807286322116852,128.54659288198638,0.0054724485366567785,0.7636786614278196,0.005501780249013733,0.11641473723275772,0.0054724485366567785,-10.0,0
126,4,21,0.2139674723148346,-0.13966651260852814,105.32269215076273,0.0054724485366567785,0.7535831462681031,0.005552036233243501,0.11675473976213725,0.0054724485366567785,10.0,0
127,4,22,0.21306422352790833,-0.13969704508781433,292.120427662937,0.0054724485366567785,0.7640743664260368,0.005617290296759812,0.1145952353393266,0.0054724485366567785,-10.0,0
128,4,23,0.21909701824188232,-0.13978098332881927,232.45123403022725,0.0054724485366567785,0.758177656486097,0.005690448809510881,0.11517873933932816,0.0054724485366567785,10.0,0
129,4,24,0.2150394767522812,-0.14252199232578278,81.07704943373035,0.0054724485366567785,0.7693468139774037,0.005645933335655779,0.11715269595054559,0.0054724485366567785,10.0,0
130,4,25,0.21588106453418732,-0.14395590126514435,220.35490929654313,0.0054724485366567785,0.766535109745008,0.005724300243944267,0.11530586339146058,0.0054724485366567785,-10.0,0
131,4,26,0.2124072164297104,-0.14726002514362335,229.88231048872876,0.0054724485366567785,0.7632297342078694,0.005760648013684627,0.11520545570631874,0.0054724485366567785,-4.423661870117035,0
132,4,27,0.21647906303405762,-0.14620929956436157,166.0208449328075,0.0054724485366567785,0.7633484095960248,0.005755682673407283,0.11592550507117588,0.0054724485366567785,10.0,0
133,4,28,0.21041157841682434,-0.14753736555576324,254.85018255939713,0.0054724485366567785,0.7666141236444599,0.005714897102710801,0.1149517877653342,0.0054724485366567785,-10.0,0
134,4,29,0.20911000669002533,-0.15347571671009064,124.57508849328482,0.0054724485366567785,0.7640047139852179,0.005736529690511841,0.1164705616315964,0.0054724485366567785,10.0,0
135,4,30,0.2134811133146286,-0.1588640958070755,53.866143726907865,0.0054724485366567785,0.7636476513148397,0.005834596470170056,0.11767921760756339,0.0054724485366567785,10.0,0
136,4,31,0.20661747455596924,-0.1536818891763687,109.29491049378964,0.0054724485366567785,0.7639575182200642,0.005746925533475962,0.11669410884074723,0.0054724485366567785,-10.0,0
137,4,32,0.20837318897247314,-0.15454968810081482,159.59643889618255,0.0054724485366567785,0.7765550009836616,0.005808199090824837,0.11600512039359016,0.0054724485366567785,-10.0,0
138,4,33,0.20524102449417114,-0.15609842538833618,348.1322518016415,0.0054724485366567785,0.7770245814741777,0.005810072984410172,0.11409977592180892,0.0054724485366567785,-10.0,0
139,4,34,0.205581933259964,-0.14894980192184448,358.71408020138585,0.0054724485366567785,0.7849137944864831,0.00571640371828732,0.11401077330703147,0.0054724485366567785,-3.1396001361498835,0
140,4,35,0.20428821444511414,-0.1432872712612152,337.2269439789781,0.0054724485366567785,0.7925541515148935,0.00568067677949079,0.11419292445974569,0.0054724485366567785,5.890045389449068,0
141,5,1,0.16323941946029663,-0.15279118716716766,36805.089381758815,0.0054724485366567785,0.6589328057483123,0.004798038651665443,0.12059152797783981,0.0054724485366567785,10.0,0
142,5,2,0.16633625328540802,-0.15072031319141388,31586.899862282342,0.0054724485366567785,0.66339778025566,0.004820371499261686,0.12077034894027601,0.0054724485366567785,10.0,0
143,5,3,0.1610429733991623,-0.1549704223871231,35828.266606145145,0.0054724485366567785,0.6597432862615495,0.0048104770895874205,0.12445888009903637,0.0054724485366567785,-10.0,0
144,5,4,0.15653766691684723,-0.15292863547801971,29075.02658193692,0.0054724485366567785,0.6656787409514987,0.004808181071699032,0.12491560957508409,0.0054724485366567785,10.0,0
145,5,5,0.15653766691684723,-0.15543243288993835,31221.540759848704,0.0054724485366567785,0.663723765484046,0.004923029779439634,0.1239862976229871,0.0054724485366567785,-7.48267313999748,0
146,5,6,0.15653766691684723,-0.15463195741176605,29802.29209357636,0.0054724485366567785,0.6650085289427515,0.004971632370950862,0.12439566844839334,0.0054724485366567785,4.445735513788333,0
147,5,7,0.15911448001861572,-0.1587258279323578,33566.67744019659,0.0054724485366567785,0.6616632479425432,0.005050524281635603,0.12388324359941502,0.0054724485366567785,-10.0,0
148,5,8,0.16295456886291504,-0.15830326080322266,29134.358490045153,0.0054724485366567785,0.6656237520494682,0.005061872272867054,0.1240925733899949,0.0054724485366567785,10.0,0
149,5,9,0.16917258501052856,-0.1624775230884552,25464.02463550063,0.0054724485366567785,0.6691381137528639,0.0049993115941606376,0.1265770983995143,0.0054724485366567785,10.0,0
150,5,10,0.1622738242149353,-0.16503974795341492,23417.89622636991,0.0054724485366567785,0.6712079642678284,0.005003332124596463,0.12595281846498346,0.0054724485366567785,7.9353692647552485,0
151,5,11,0.16227690875530243,-0.16871976852416992,16384.885714153064,0.0054724485366567785,0.6791217581388034,0.005072417744589146,0.12722751822832426,0.0054724485366567785,10.0,0
152,5,12,0.16432695090770721,-0.1716216802597046,8264.12358425064,0.0054724485366567785,0.6908526203725098,0.005229780259078818,0.12725954131910955,0.0054724485366567785,10.0,0
153,5,13,0.16092263162136078,-0.17297351360321045,12205.28435902211,0.0054724485366567785,0.6846639453828031,0.0052368644241421874,0.12719713395627785,0.0054724485366567785,-10.0,0
154,5,14,0.16609129309654236,-0.17568138241767883,21238.340046653346,0.0054724485366567785,0.6735149321013365,0.005214409085811937,0.12785703875586177,0.0054724485366567785,-10.0,0
155,5,15,0.1672964096069336,-0.1765240728855133,27621.26519582051,0.0054724485366567785,0.6670440679263675,0.005234537757416929,0.1273474992977706,0.0054724485366567785,-10.0,0
156,5,16,0.17325223982334137,-0.17505796253681183,27408.799270004038,0.0054724485366567785,0.6672465913058804,0.005251068819727332,0.1261270472174142,0.0054724485366567785,0.6692114184857171,0
157,5,17,0.16918857395648956,-0.17293444275856018,32102.04150175065,0.0054724485366567785,0.662941341112312,0.005232236711084375,0.12375068667873641,0.0054724485366567785,-10.0,0
158,5,18,0.16882026195526123,-0.17420358955860138,34379.940179068915,0.0054724485366567785,0.6609655946449721,0.005265691606586465,0.12250357678086074,0.0054724485366567785,-7.195806281335861,0
