iter,p1,p2,fitness,best_fitness,cl,cd,t_max,feasible
1,0.19865936435470694,-0.09533774827514983,0.004267967560240798,0.004267967560240798,0.7541471580009742,0.004267967560240798,0.12310527026454963,1
2,0.19935638949889506,-0.10216927037549889,0.004140396582149453,0.004140396582149453,0.7394731006268954,0.004140396582149453,0.12659711476827748,1
3,0.20597877668588832,-0.08380327501172853,0.004024356215650469,0.004024356215650469,0.7309641356383924,0.004024356215650469,0.12238275608404219,1
4,0.19419327451728494,-0.07334837419375029,0.0038667282449493133,0.0038667282449493133,0.7320246652386828,0.0038667282449493133,0.12370777913636573,1
5,0.18456345742913344,-0.07276468999999999,0.00367506745591368,0.00367506745591368,0.7270459710023217,0.00367506745591368,0.12175732493757424,1
6,0.17513922663880815,-0.07276468999999999,0.0036319891316310103,0.0036319891316310103,0.7239233649920859,0.0036319891316310103,0.12088360831081528,1
7,0.17150203499350258,-0.07276468999999999,0.0035808033528070987,0.0035808033528070987,0.7260258931012769,0.0035808033528070987,0.12011774892576482,1
8,0.1814215912645585,-0.07276468999999999,0.0035644251469230674,0.0035644251469230674,0.7220873369281253,0.0035644251469230674,0.1200728405585957,1
9,0.16375980638417945,-0.07276468999999999,0.003509565715125143,0.003509565715125143,0.7279029862377493,0.003509565715125143,0.12019057588058994,1
10,0.16189918359101457,-0.07276468999999999,0.003476030031315633,0.003476030031315633,0.7262981518195109,0.003476030031315633,0.12002375680783915,1
11,0.1590229457564071,-0.07276468999999999,0.0034280349961854284,0.0034280349961854284,0.7225675067796656,0.0034280349961854284,0.12039896864596934,1
12,0.15653767,-0.07276468999999999,0.0034177135615558194,0.0034177135615558194,0.7221153276982324,0.0034177135615558194,0.12001138140768933,1
13,0.15653767,-0.07276468999999999,0.0034177135615558194,0.0034177135615558194,0.7221153276982324,0.0034177135615558194,0.12001138140768933,1
14,0.15653767,-0.07276468999999999,0.0034177135615558194,0.0034177135615558194,0.7221153276982324,0.0034177135615558194,0.12001138140768933,1
15,0.15653767,-0.07276468999999999,0.0034112951346955524,0.0034112951346955524,0.7234663379241707,0.0034112951346955524,0.12016797107440941,1
16,0.15653767,-0.07276468999999999,0.0034112951346955524,0.0034112951346955524,0.7234663379241707,0.0034112951346955524,0.12016797107440941,1
17,0.15653767,-0.07276468999999999,0.00340337949328656,0.00340337949328656,0.7219230100767263,0.00340337949328656,0.1201154351527467,1
18,0.15653767,-0.07276468999999999,0.0033785628817122634,0.0033785628817122634,0.7197761865525064,0.0033785628817122634,0.12007835449358792,1
19,0.15653767,-0.07276468999999999,0.0033785628817122634,0.0033785628817122634,0.7197761865525064,0.0033785628817122634,0.12007835449358792,1
20,0.15653767,-0.07276468999999999,0.0033785628817122634,0.0033785628817122634,0.7197761865525064,0.0033785628817122634,0.12007835449358792,1
21,0.15653767,-0.07276468999999999,0.0033785628817122634,0.0033785628817122634,0.7197761865525064,0.0033785628817122634,0.12007835449358792,1
22,0.15653767,-0.07276468999999999,0.0033782315409753147,0.0033782315409753147,0.7198410939399731,0.0033782315409753147,0.12002816615015924,1
23,0.15653767,-0.07276468999999999,0.003373701626107196,0.003373701626107196,0.7209058441436619,0.003373701626107196,0.1201412813256263,1
24,0.15653767,-0.07276468999999999,0.003373701626107196,0.003373701626107196,0.7209058441436619,0.003373701626107196,0.1201412813256263,1
25,0.15653767,-0.07276468999999999,0.003373701626107196,0.003373701626107196,0.7209058441436619,0.003373701626107196,0.1201412813256263,1
