iter,p1,p2,fitness,best_fitness,cl,cd,t_max,feasible
1,0.1970646319359626,-0.20576468999999997,0.025176848812104614,0.005929539871158707,0.7182147959492923,0.005988946191133176,0.12605918285149698,0
2,0.19257962283937732,-0.20576468999999997,0.006001018051034064,0.005929539871158707,0.7227384296130409,0.006001018051034064,0.12651233310498025,1
3,0.1887773751119996,-0.18596920957893884,0.005982307494627685,0.005929539871158707,0.7236185151359975,0.005982307494627685,0.12367420876986537,1
4,0.19428999058193958,-0.18182158466660844,0.009065354503655467,0.005929539871158707,0.7190426680670803,0.00595916566913498,0.12096500194230511,0
5,0.19428999058193958,-0.18182158466660844,0.009065354503655467,0.005929539871158707,0.7190426680670803,0.00595916566913498,0.12096500194230511,0
6,0.20494495963373432,-0.1919301816840722,0.012568037358142416,0.005929539871158707,0.7187879063181223,0.005973075876685062,0.12379530168551678,0
7,0.20494495963373432,-0.1919301816840722,0.012568037358142416,0.005929539871158707,0.7187879063181223,0.005973075876685062,0.12379530168551678,0
8,0.20494495963373432,-0.1919301816840722,0.012568037358142416,0.005929539871158707,0.7187879063181223,0.005973075876685062,0.12379530168551678,0
9,0.20537409987956415,-0.18378756913065267,0.17996018094247923,0.005929539871158707,0.7154293270456181,0.006015052018353337,0.12345244091181194,0
10,0.19909953404753955,-0.1837224156672542,0.018461629337344975,0.005929539871158707,0.7184861263304618,0.0060544838204402455,0.12331148507721088,0
11,0.20352094008626692,-0.17628490881445877,0.0060192308216773915,0.005929539871158707,0.7252699696450575,0.0060192308216773915,0.12048208530534597,1
12,0.19326064477151986,-0.1746726048942793,0.006018489808365505,0.005929539871158707,0.7357522283334971,0.006018489808365505,0.12008438285204046,1
13,0.19849396485879017,-0.1716481404053771,0.01186819038234498,0.005929539871158707,0.7295666779437863,0.00599402044730747,0.11923356866354268,0
14,0.1979446151792147,-0.17353382034219753,0.007184314172682557,0.005929539871158707,0.7359248803120597,0.00601551492491319,0.1196581229390893,0
15,0.19635244283376801,-0.17671523937567504,0.006037955340376321,0.005929539871158707,0.7290197565687054,0.006037955340376321,0.12092726629152617,1
