sample_464
1.00000000 0.00155748
0.99993832 0.00157436
0.99975328 0.00162501
0.99944494 0.00170942
0.99901336 0.00182762
0.99845867 0.00197960
0.99778098 0.00216538
0.99698048 0.00238498
0.99605735 0.00263839
0.99501183 0.00292563
0.99384417 0.00324669
0.99255466 0.00360157
0.99114363 0.00399024
0.98961141 0.00441268
0.98795838 0.00486882
0.98618496 0.00535861
0.98429158 0.00588195
0.98227871 0.00643873
0.98014684 0.00702879
0.97789651 0.00765196
0.97552826 0.00830804
0.97304268 0.00899677
0.97044038 0.00971787
0.96772202 0.01047100
0.96488824 0.01125579
0.96193977 0.01207181
0.95887731 0.01291861
0.95570164 0.01379565
0.95241353 0.01470236
0.94901379 0.01563812
0.94550326 0.01660224
0.94188282 0.01759400
0.93815334 0.01861260
0.93431576 0.01965721
0.93037101 0.02072693
0.92632008 0.02182082
0.92216396 0.02293787
0.91790368 0.02407705
0.91354029 0.02523726
0.90907486 0.02641737
0.90450850 0.02761619
0.89984233 0.02883253
0.89507751 0.03006511
0.89021520 0.03131267
0.88525662 0.03257389
0.88020298 0.03384743
0.87505553 0.03513195
0.86981555 0.03642607
0.86448431 0.03772840
0.85906315 0.03903757
0.85355339 0.04035218
0.84795640 0.04167083
0.84227355 0.04299214
0.83650626 0.04431475
0.83065593 0.04563727
0.82472402 0.04695838
0.81871199 0.04827675
0.81262133 0.04959109
0.80645353 0.05090013
0.80021011 0.05220262
0.79389263 0.05349738
0.78750263 0.05478323
0.78104169 0.05605905
0.77451141 0.05732376
0.76791340 0.05857631
0.76124928 0.05981571
0.75452071 0.06104100
0.74772933 0.06225127
0.74087684 0.06344567
0.73396491 0.06462336
0.72699525 0.06578359
0.71996958 0.06692561
0.71288965 0.06804875
0.70575718 0.06915235
0.69857395 0.07023580
0.69134172 0.07129854
0.68406228 0.07234003
0.67673742 0.07335977
0.66936896 0.07435729
0.66195871 0.07533215
0.65450850 0.07628392
0.64702016 0.07721221
0.63949555 0.07811664
0.63193652 0.07899686
0.62434494 0.07985252
0.61672268 0.08068327
0.60907162 0.08148880
0.60139365 0.08226879
0.59369066 0.08302291
0.58596455 0.08375085
0.57821723 0.08445229
0.57045062 0.08512691
0.56266662 0.08577439
0.55486716 0.08639440
0.54705416 0.08698659
0.53922955 0.08755064
0.53139526 0.08808617
0.52355323 0.08859284
0.51570538 0.08907027
0.50785366 0.08951809
0.50000000 0.08993592
0.49214634 0.09032335
0.48429462 0.09068001
0.47644677 0.09100548
0.46860474 0.09129937
0.46077045 0.09156127
0.45294584 0.09179080
0.44513284 0.09198755
0.43733338 0.09215114
0.42954938 0.09228118
0.42178277 0.09237732
0.41403545 0.09243921
0.40630934 0.09246651
0.39860635 0.09245891
0.39092838 0.09241612
0.38327732 0.09233789
0.37565506 0.09222398
0.36806348 0.09207420
0.36050445 0.09188838
0.35297984 0.09166639
0.34549150 0.09140815
0.33804129 0.09111362
0.33063104 0.09078279
0.32326258 0.09041570
0.31593772 0.09001246
0.30865828 0.08957318
0.30142605 0.08909807
0.29424282 0.08858736
0.28711035 0.08804134
0.28003042 0.08746033
0.27300475 0.08684473
0.26603509 0.08619497
0.25912316 0.08551154
0.25227067 0.08479495
0.24547929 0.08404578
0.23875072 0.08326465
0.23208660 0.08245222
0.22548859 0.08160919
0.21895831 0.08073628
0.21249737 0.07983427
0.20610737 0.07890396
0.19978989 0.07794618
0.19354647 0.07696177
0.18737867 0.07595162
0.18128801 0.07491661
0.17527598 0.07385767
0.16934407 0.07277571
0.16349374 0.07167165
0.15772645 0.07054645
0.15204360 0.06940103
0.14644661 0.06823632
0.14093685 0.06705328
0.13551569 0.06585280
0.13018445 0.06463582
0.12494447 0.06340322
0.11979702 0.06215590
0.11474338 0.06089472
0.10978480 0.05962051
0.10492249 0.05833411
0.10015767 0.05703631
0.09549150 0.05572788
0.09092514 0.05440956
0.08645971 0.05308206
0.08209632 0.05174607
0.07783604 0.05040223
0.07367992 0.04905118
0.06962899 0.04769349
0.06568424 0.04632972
0.06184666 0.04496039
0.05811718 0.04358601
0.05449674 0.04220703
0.05098621 0.04082389
0.04758647 0.03943697
0.04429836 0.03804667
0.04112269 0.03665331
0.03806023 0.03525723
0.03511176 0.03385871
0.03227798 0.03245801
0.02955962 0.03105539
0.02695732 0.02965106
0.02447174 0.02824523
0.02210349 0.02683809
0.01985316 0.02542979
0.01772129 0.02402049
0.01570842 0.02261032
0.01381504 0.02119940
0.01204162 0.01978785
0.01038859 0.01837575
0.00885637 0.01696321
0.00744534 0.01555029
0.00615583 0.01413706
0.00498817 0.01272360
0.00394265 0.01130996
0.00301952 0.00989620
0.00221902 0.00848235
0.00154133 0.00706848
0.00098664 0.00565461
0.00055506 0.00424079
0.00024672 0.00282706
0.00006168 0.00141345
0.00000000 0.00000000
0.00006168 -0.00148419
0.00024672 -0.00296539
0.00055506 -0.00444060
0.00098664 -0.00590685
0.00154133 -0.00736120
0.00221902 -0.00880076
0.00301952 -0.01022266
0.00394265 -0.01162413
