type,algorithm,excel_cl,excel_cd,excel_t_max,xfoil_cl,xfoil_cd,xfoil_t_max,cl_error,cd_error,t_max_error,cl_error_pct,cd_error_pct,t_max_error_pct
baseline,baseline,0.7196,0.00564,0.12,0.7213,0.0057,0.12034011739566866,0.0017000000000000348,6.000000000000016e-05,0.0003401173956686654,0.2362423568649298,1.0638297872340452,0.28343116305722116
optimized,SA,0.7233610972760242,0.003386873935043301,0.1223141464587698,0.7225,0.00406,0.12151747755639439,-0.0008610972760241253,0.0006731260649566993,-0.0007966689023754109,-0.11904113716742262,19.874553286202946,-0.6513301408222274
optimized,GA,0.7198220763469557,0.00336886396994582,0.1217184264056717,0.7184,0.00408,0.12081471236974531,-0.0014220763469556807,0.0007111360300541803,-0.0009037140359263868,-0.19755942387494058,21.109075237182022,-0.742462799276114
optimized,PSO,0.7195996400696728,0.003368563153718231,0.1218904364286356,0.7182,0.00407,0.12100120867348656,-0.0013996400696728584,0.0007014368462817688,-0.0008892277551490468,-0.19450260835835645,20.82302792831776,-0.7295303726881573
